Section,h[mm],b[mm],t[mm],ro[mm],ri[mm],d[mm],A[cm2],Iy[cm4],Iz[cm4],Ip[cm4],iy[mm],iz[mm],ip[mm],max Sy[cm3],max Sz[cm3],Wy[cm3],Wz[cm3],Ay[cm2],Az[cm2],It[cm4],"It,StVen[cm4]","It,Bredt[cm4]","It,s[cm4]",Wt[cm3],max ω[cm2],Iω[cm6],iω[mm],Wω[cm4],max Sω[cm4],"Wpl,y[cm3]","Wpl,z[cm3]","Wpl,y,webs[cm3]","Wpl,z,flanges[cm3]","αpl,y","αpl,z","Apl,y[cm2]","Apl,z[cm2]",Npl[kN],"Vpl,y[kN]","Vpl,z[kN]","Mpl,y[kNm]","Mpl,z[kNm]",Nu[kN],G[kg/m],Am[m2/m],V[cm3/m],Am/V[1/m],Acell[cm2]
RHS 50x30x2.9,50,30,2.9,4.3,2.9,38.4,4.21,13.2,5.8,19,17.7,11.7,21.2,1.67,1.16,5.29,3.87,1.15,2.5,13.2,0.12,13.08,0.84,6.38,0.87,1.07,2.4,1.23,0.24,6.69,4.63,2.14,1.3,1.265,1.197,1.57,2.73,99.001,21.326,37.064,1.57,1.09,99.001,3.3,0.153,421,363.42,12.69
RHS 50x30x3.0,50,30,3,4.5,3,38,4.34,13.6,5.94,19.54,17.7,11.7,21.2,1.72,1.19,5.43,3.96,1.19,2.61,13.5,0.13,13.37,0.87,6.53,0.87,1.1,2.4,1.27,0.25,6.88,4.76,2.17,1.35,1.267,1.201,1.62,2.82,102.057,21.98,38.261,1.62,1.12,102.057,3.4,0.152,434,350.23,12.61
RHS 50x30x3.2,50,30,3.2,4.8,3.2,37.2,4.6,14.2,6.2,20.4,17.6,11.6,21.1,1.81,1.25,5.68,4.13,1.26,2.75,14.2,0.15,14.05,0.93,6.82,0.86,1.15,2.4,1.34,0.26,7.24,5,2.21,1.44,1.275,1.211,1.72,3,108.097,23.271,40.638,1.7,1.18,108.097,3.6,0.152,460,330.435,12.45
RHS 50x30x3.6,50,30,3.6,5.4,3.6,35.6,5.1,15.4,6.67,22.07,17.4,11.4,20.8,1.98,1.36,6.16,4.45,1.4,3.08,15.4,0.22,15.18,1.03,7.35,0.84,1.24,2.4,1.47,0.28,7.94,5.46,2.28,1.62,1.289,1.227,1.9,3.34,119.89,25.79,45.327,1.87,1.28,119.89,4,0.151,510,296.078,12.14
RHS 50x30x4.0,50,30,4,6,4,34,5.59,16.5,7.08,23.58,17.2,11.3,20.6,2.14,1.47,6.6,4.72,1.53,3.4,16.6,0.29,16.31,1.13,7.81,0.83,1.31,2.4,1.59,0.31,8.59,5.88,2.31,1.8,1.302,1.246,2.08,3.68,131.302,28.221,49.929,2.02,1.38,131.302,4.4,0.15,559,268.336,11.82
RHS 50x30x5.0,50,30,5,7.5,5,30,6.73,18.7,7.89,26.59,16.7,10.8,19.9,2.5,1.7,7.49,5.26,1.86,4.16,19,0.55,18.45,1.36,8.75,0.78,1.45,2.3,1.86,0.35,10.02,6.79,2.25,2.25,1.338,1.292,2.5,4.5,158.159,33.919,61.055,2.36,1.6,158.159,5.3,0.147,673,218.425,11.04
RHS 50x30x5.6,50,30,5.6,9,5.6,27.6,7.37,19.7,8.23,27.93,16.4,10.6,19.5,2.63,1.78,7.89,5.48,2.12,4.8,20.1,0.74,19.36,1.45,9.12,0.73,1.45,2.3,1.98,0.36,10.56,7.13,2.13,2.52,1.338,1.302,2.73,4.97,171.009,37.078,67.47,2.48,1.68,171.009,5.8,0.146,737,198.1,10.5
RHS 50x30x6.3,50,30,6.3,9.4,6.3,24.8,8.07,20.6,8.5,29.1,16,10.3,19,2.87,1.92,8.26,5.66,2.26,5.09,21.1,1.03,20.07,1.58,9.54,0.71,1.51,2.3,2.12,0.39,11.49,7.68,1.94,2.83,1.391,1.356,2.99,5.51,189.504,40.516,74.707,2.7,1.8,189.504,6.3,0.144,807,178.439,10.02
RHS 60x40x2.9,60,40,2.9,4.3,2.9,48.4,5.37,25.8,13.5,39.3,21.9,15.9,27.1,2.65,1.99,8.59,6.77,1.62,3.02,28.4,0.15,28.25,1.12,10.93,1.16,2.34,2.4,2.02,0.39,10.6,7.96,3.4,2.32,1.234,1.176,2.15,3.31,126.261,29.195,44.934,2.49,1.87,126.261,4.2,0.193,537,359.404,21.11
RHS 60x40x3.0,60,40,3,4.5,3,48,5.54,26.5,13.9,40.4,21.8,15.8,26.9,2.73,2.05,8.82,6.95,1.68,3.12,29.2,0.16,29.04,1.16,11.22,1.16,2.4,2.4,2.08,0.41,10.91,8.19,3.46,2.4,1.237,1.178,2.22,3.42,130.257,30.12,46.402,2.56,1.92,130.257,4.3,0.192,554,346.57,21.01
RHS 60x40x3.2,60,40,3.2,4.8,3.2,47.2,5.88,27.8,14.6,42.4,21.8,15.7,26.9,2.88,2.16,9.27,7.29,1.79,3.3,30.8,0.2,30.6,1.24,11.76,1.15,2.53,2.4,2.2,0.43,11.52,8.64,3.56,2.56,1.243,1.185,2.36,3.64,138.177,31.955,49.321,2.71,2.03,138.177,4.6,0.192,588,326.531,20.81
RHS 60x40x3.6,60,40,3.6,5.4,3.6,45.6,6.54,30.4,15.9,46.3,21.6,15.6,26.6,3.18,2.37,10.1,7.93,2,3.69,33.8,0.28,33.52,1.39,12.8,1.14,2.76,2.4,2.43,0.47,12.7,9.5,3.74,2.88,1.258,1.198,2.62,4.06,153.73,35.558,55.096,2.98,2.23,153.73,5.1,0.191,654,292.049,20.42
RHS 60x40x4.0,60,40,4,6,4,44,7.19,32.8,17,49.8,21.4,15.4,26.4,3.46,2.58,10.9,8.52,2.18,4.08,36.7,0.38,36.32,1.53,13.75,1.12,2.98,2.4,2.65,0.51,13.82,10.32,3.87,3.2,1.268,1.211,2.88,4.48,168.902,39.075,60.783,3.25,2.42,168.902,5.6,0.19,719,264.256,20.02
RHS 60x40x5.0,60,40,5,7.5,5,40,8.73,38.1,19.5,57.6,20.9,15,25.7,4.09,3.04,12.7,9.77,2.67,5.03,43,0.71,42.29,1.89,15.8,1.09,3.43,2.4,3.16,0.6,16.39,12.16,4,4,1.291,1.245,3.5,5.5,205.159,47.487,74.623,3.85,2.86,205.159,6.9,0.187,873,214.204,19.04
RHS 60x40x5.6,60,40,5.6,9,5.6,37.6,9.61,40.7,20.7,61.4,20.6,14.7,25.3,4.37,3.24,13.6,10.4,3.03,5.76,46.2,0.98,45.22,2.08,16.77,1.05,3.6,2.4,3.44,0.63,17.52,12.98,3.96,4.48,1.288,1.248,3.85,6.09,223.649,52.274,82.665,4.12,3.05,223.649,7.5,0.186,961,193.548,18.38
RHS 60x40x6.3,60,40,6.3,9.4,6.3,34.8,10.6,43.4,21.9,65.3,20.2,14.4,24.8,4.79,3.54,14.5,11,3.28,6.22,49.5,1.37,48.13,2.29,17.82,1.02,3.83,2.4,3.74,0.69,19.22,14.15,3.81,5.04,1.326,1.286,4.25,6.77,248.724,57.611,91.802,4.52,3.32,248.724,8.3,0.184,1060,173.585,17.76
RHS 60x40x7.1,60,40,7.1,10.7,7.1,31.6,11.6,45.9,22.9,68.8,19.8,14,24.2,5.16,3.78,15.3,11.5,3.63,6.93,52.7,1.9,50.8,2.5,18.74,0.98,3.96,2.4,4.03,0.73,20.69,15.15,3.54,5.68,1.353,1.317,4.67,7.51,273.529,63.386,101.918,4.86,3.56,273.529,9.1,0.182,1160,156.897,16.97
RHS 60x40x8.0,60,40,8,12,8,28,12.8,47.9,23.7,71.6,19.4,13.6,23.7,5.53,4.02,16,11.9,4.02,7.68,55.4,2.63,52.77,2.7,19.52,0.93,4,2.4,4.3,0.77,22.11,16.08,3.14,6.4,1.382,1.351,5.12,8.32,299.607,69.467,112.884,5.19,3.78,299.607,10,0.179,1280,139.844,16.09
RHS 80x40x2.9,80,40,2.9,4.3,2.9,68.4,6.53,52.7,17.5,70.2,28.4,16.4,32.8,4.14,2.53,13.2,8.77,1.44,4.15,42.6,0.18,42.42,4.64,14.92,2.51,13.98,4.5,5.56,1.13,16.55,10.11,6.78,2.32,1.254,1.153,2.15,4.47,153.521,29.195,60.672,3.89,2.38,153.521,5.1,0.233,653,356.815,28.53
RHS 80x40x3.0,80,40,3,4.5,3,68,6.74,54.2,18,72.2,28.4,16.3,32.7,4.26,2.6,13.6,9,1.5,4.28,43.8,0.2,43.6,4.79,15.32,2.51,14.37,4.5,5.73,1.17,17.05,10.41,6.94,2.4,1.254,1.157,2.22,4.62,158.457,30.12,62.683,4.01,2.45,158.457,5.3,0.232,674,344.214,28.41
RHS 80x40x3.2,80,40,3.2,4.8,3.2,67.2,7.16,57.2,18.9,76.1,28.3,16.3,32.7,4.51,2.74,14.3,9.46,1.59,4.57,46.2,0.24,45.96,5.09,16.1,2.49,15.13,4.5,6.07,1.23,18.04,10.99,7.23,2.56,1.262,1.162,2.36,4.92,168.257,31.955,66.688,4.24,2.58,168.257,5.6,0.232,716,324.022,28.17
RHS 80x40x3.6,80,40,3.6,5.4,3.6,65.6,7.98,62.8,20.6,83.4,28.1,16.1,32.4,4.99,3.03,15.7,10.3,1.76,5.1,50.8,0.34,50.46,5.69,17.57,2.46,16.58,4.5,6.73,1.36,19.96,12.12,7.75,2.88,1.272,1.177,2.62,5.5,187.57,35.558,74.633,4.69,2.85,187.57,6.3,0.231,798,289.474,27.7
RHS 80x40x4.0,80,40,4,6,4,64,8.79,68.2,22.2,90.4,27.9,15.9,32.1,5.45,3.3,17.1,11.1,1.94,5.65,55.2,0.46,54.74,6.28,18.94,2.44,17.92,4.5,7.36,1.48,21.81,13.2,8.19,3.2,1.276,1.189,2.88,6.08,206.502,39.075,82.492,5.13,3.1,206.502,6.9,0.23,879,261.661,27.22
RHS 80x40x5.0,80,40,5,7.5,5,60,10.7,80.3,25.7,106,27.4,15.5,31.5,6.53,3.91,20.1,12.9,2.38,6.98,65.1,0.88,64.22,7.68,21.94,2.36,20.8,4.4,8.83,1.76,26.12,15.66,9,4,1.3,1.214,3.5,7.5,252.159,47.487,101.758,6.14,3.68,252.159,8.4,0.227,1070,212.15,26.04
RHS 80x40x5.6,80,40,5.6,9,5.6,57.6,11.8,86.7,27.4,114.1,27,15.2,31,7.04,4.21,21.7,13.7,2.67,7.99,70.2,1.21,68.99,8.47,23.42,2.29,22.01,4.4,9.62,1.89,28.16,16.83,9.29,4.48,1.298,1.229,3.85,8.33,276.289,52.274,113.057,6.62,3.96,276.289,9.3,0.226,1180,191.525,25.26
RHS 80x40x6.3,80,40,6.3,9.4,6.3,54.8,13.1,93.3,29.2,122.5,26.7,14.9,30.6,7.74,4.6,23.3,14.6,2.91,8.66,75.6,1.7,73.9,9.32,25.01,2.24,23.55,4.4,10.5,2.06,31.07,18.39,9.46,5.04,1.333,1.26,4.25,9.29,307.944,57.611,125.993,7.3,4.32,307.944,10.3,0.224,1310,170.992,24.5
RHS 80x40x7.1,80,40,7.1,10.7,7.1,51.6,14.5,99.8,30.7,130.5,26.3,14.6,30.1,8.41,4.95,25,15.4,3.2,9.65,80.9,2.38,78.52,10.2,26.49,2.17,24.66,4.3,11.38,2.21,33.75,19.82,9.45,5.68,1.35,1.287,4.67,10.35,340.269,63.386,140.45,7.93,4.66,340.269,11.4,0.222,1450,153.103,23.55
RHS 80x40x8.0,80,40,8,12,8,48,16,106,32.1,138.1,25.8,14.2,29.4,9.09,5.3,26.5,16.1,3.54,10.75,85.8,3.32,82.48,11.06,27.8,2.08,25.4,4.3,12.23,2.36,36.45,21.2,9.22,6.4,1.376,1.317,5.12,11.52,374.807,69.467,156.3,8.57,4.98,374.807,12.6,0.219,1600,136.875,22.49
RHS 90x50x3.0,90,50,3,4.5,3,78,7.94,84.4,33.5,117.9,32.6,20.5,38.5,5.8,3.84,18.8,13.4,1.99,4.81,76.5,0.24,76.26,5.98,22.4,3.08,25.23,4.6,8.19,1.65,23.19,15.34,9.13,3.75,1.233,1.145,2.82,5.22,186.657,38.261,70.824,5.45,3.6,186.657,6.2,0.272,794,342.569,40.81
RHS 90x50x3.2,90,50,3.2,4.8,3.2,77.2,8.44,89.1,35.3,124.4,32.5,20.4,38.4,6.14,4.06,19.8,14.1,2.11,5.12,80.9,0.29,80.61,6.37,23.6,3.07,26.64,4.6,8.68,1.75,24.56,16.23,9.54,4,1.24,1.151,3,5.56,198.337,40.638,75.371,5.77,3.81,198.337,6.6,0.272,844,322.275,40.53
RHS 90x50x3.6,90,50,3.6,5.4,3.6,75.6,9.42,98.3,38.7,137,32.3,20.3,38.1,6.81,4.49,21.8,15.5,2.36,5.74,89.4,0.4,89,7.14,25.89,3.05,29.36,4.6,9.64,1.93,27.24,17.96,10.29,4.5,1.25,1.159,3.34,6.22,221.41,45.327,84.402,6.4,4.22,221.41,7.4,0.271,942,287.686,39.98
RHS 90x50x4.0,90,50,4,6,4,74,10.4,107,41.9,148.9,32.1,20.1,37.9,7.46,4.9,23.8,16.8,2.59,6.34,97.5,0.55,96.95,7.9,28.06,3.02,31.94,4.6,10.58,2.11,29.85,19.63,10.95,5,1.254,1.168,3.68,6.88,244.102,49.929,93.346,7.01,4.61,244.102,8.2,0.27,1040,259.615,39.42
RHS 90x50x5.0,90,50,5,7.5,5,70,12.7,127,49.2,176.2,31.6,19.7,37.2,9,5.87,28.3,19.7,3.19,7.83,116,1.05,114.95,9.76,32.94,2.95,37.75,4.6,12.79,2.53,35.99,23.52,12.25,6.25,1.272,1.194,4.5,8.5,299.159,61.055,115.326,8.46,5.53,299.159,10,0.267,1270,210.236,38.04
RHS 90x50x5.6,90,50,5.6,9,5.6,67.6,14.1,138,53,191,31.3,19.4,36.8,9.76,6.36,30.7,21.2,3.59,8.93,127,1.45,125.55,10.86,35.48,2.89,40.6,4.6,14.04,2.74,39.05,25.48,12.8,7,1.272,1.202,4.97,9.45,328.929,67.47,128.253,9.18,5.99,328.929,11.1,0.266,1410,188.652,37.14
RHS 90x50x6.3,90,50,6.3,9.4,6.3,64.8,15.6,150,57,207,31,19.1,36.4,10.8,7,33.3,22.8,3.92,9.79,138,2.03,135.97,12.03,38.23,2.85,43.91,4.6,15.42,3.01,43.21,28.01,13.23,7.88,1.298,1.229,5.51,10.55,367.164,74.707,143.088,10.15,6.58,367.164,12.2,0.264,1560,169.231,36.24
RHS 90x50x7.1,90,50,7.1,10.7,7.1,61.6,17.3,162,60.9,222.9,30.6,18.8,35.9,11.77,7.61,36,24.4,4.35,10.95,149,2.86,146.14,13.34,40.95,2.78,46.91,4.6,16.89,3.27,47.23,30.46,13.47,8.88,1.312,1.248,6.09,11.77,407.009,82.652,159.717,11.1,7.16,407.009,13.6,0.262,1730,151.445,35.13
RHS 90x50x8.0,90,50,8,12,8,58,19.2,174,64.6,238.6,30.1,18.4,35.3,12.81,8.23,38.6,25.8,4.83,12.25,160,4,156,14.69,43.56,2.7,49.54,4.6,18.38,3.53,51.39,32.93,13.46,10,1.331,1.276,6.72,13.12,450.007,91.175,178.009,12.08,7.74,450.007,15.1,0.259,1920,134.896,33.89
RHS 90x50x8.8,90,50,8.8,13.2,8.8,54.8,20.7,183,67.2,250.2,29.7,18,34.7,13.65,8.72,40.6,26.9,5.23,13.35,169,5.22,163.78,15.79,45.5,2.62,51.22,4.5,19.56,3.72,54.76,34.88,13.21,11,1.349,1.297,7.25,14.29,486.605,98.382,193.899,12.87,8.2,486.605,16.2,0.257,2070,124.155,32.79
RHS 100x50x3.2,100,50,3.2,4.8,3.2,87.2,9.08,116,38.8,154.8,35.7,20.7,41.3,7.23,4.43,23.2,15.5,2.02,5.76,93.4,0.31,93.09,10.04,26.4,3.96,48.11,5.6,12.15,2.48,28.94,17.73,12.17,4,1.247,1.144,3,6.2,213.377,40.638,84.055,6.8,4.17,213.377,7.1,0.292,908,321.586,45.21
RHS 100x50x3.6,100,50,3.6,5.4,3.6,85.6,10.1,128,42.6,170.6,35.5,20.5,41,8.03,4.91,25.6,17,2.25,6.44,103,0.43,102.57,11.24,28.99,3.93,53.04,5.6,13.5,2.75,32.14,19.63,13.19,4.5,1.255,1.155,3.34,6.94,238.33,45.327,94.171,7.55,4.61,238.33,7.9,0.291,1010,288.119,44.62
RHS 100x50x4.0,100,50,4,6,4,84,11.2,140,46.2,186.2,35.3,20.3,40.7,8.81,5.36,27.9,18.5,2.48,7.17,113,0.59,112.41,12.43,31.44,3.9,57.73,5.6,14.82,3.01,35.24,21.47,14.11,5,1.263,1.161,3.68,7.68,262.902,49.929,104.2,8.28,5.05,262.902,8.8,0.29,1120,258.929,44.02
RHS 100x50x5.0,100,50,5,7.5,5,80,13.7,167,54.3,221.3,34.8,19.9,40.1,10.65,6.44,33.3,21.7,3.04,8.88,135,1.13,133.87,15.32,36.99,3.81,68.34,5.6,17.96,3.62,42.6,25.77,16,6.25,1.279,1.188,4.5,9.5,322.659,61.055,128.893,10.01,6.06,322.659,10.8,0.287,1370,209.489,42.54
RHS 100x50x5.6,100,50,5.6,9,5.6,77.6,15.2,181,58.6,239.6,34.5,19.6,39.7,11.58,6.98,36.2,23.4,3.42,10.03,147,1.56,145.44,17.05,39.9,3.73,73.63,5.5,19.73,3.93,46.32,27.96,16.86,7,1.28,1.195,4.97,10.57,355.249,67.47,143.449,10.89,6.57,355.249,11.9,0.286,1520,188.158,41.58
RHS 100x50x6.3,100,50,6.3,9.4,6.3,74.8,16.9,197,63,260,34.2,19.3,39.3,12.83,7.69,39.4,25.2,3.73,10.98,160,2.2,157.8,18.87,43.06,3.68,79.73,5.5,21.68,4.32,51.33,30.77,17.62,7.88,1.303,1.221,5.51,11.81,396.774,74.707,160.183,12.06,7.23,396.774,13.3,0.284,1690,168.047,40.61
RHS 100x50x7.1,100,50,7.1,10.7,7.1,71.6,18.7,214,67.5,281.5,33.8,19,38.8,14.06,8.38,42.7,27,4.15,12.34,173,3.09,169.91,20.91,46.2,3.59,85.37,5.5,23.77,4.7,56.25,33.5,18.2,8.88,1.317,1.241,6.09,13.19,440.379,82.652,178.983,13.22,7.87,440.379,14.7,0.282,1870,150.802,39.42
RHS 100x50x8.0,100,50,8,12,8,68,20.8,230,71.7,301.7,33.3,18.6,38.1,15.28,9.07,46,28.7,4.59,13.74,186,4.34,181.66,23.04,49.24,3.49,90.44,5.5,25.92,5.08,61.36,36.29,18.5,10,1.334,1.264,6.72,14.72,487.607,91.175,199.717,14.42,8.53,487.607,16.3,0.279,2080,134.135,38.09
RHS 100x50x8.8,100,50,8.8,13.2,8.8,64.8,22.5,243,74.8,317.8,32.9,18.2,37.6,16.33,9.62,48.5,29.9,4.98,15.01,197,5.67,191.33,24.76,51.53,3.4,93.82,5.4,27.63,5.38,65.55,38.51,18.48,11,1.352,1.288,7.25,16.05,527.965,98.382,217.778,15.4,9.05,527.965,17.7,0.277,2250,123.111,36.91
RHS 100x50x10.0,100,50,10,15,10,60,24.9,259,78.4,337.4,32.2,17.7,36.7,17.74,10.34,51.8,31.4,5.54,16.82,209,8.09,200.91,27,54.31,3.25,96.91,5.4,29.85,5.76,71.2,41.4,18,12.5,1.375,1.318,8,18,585.636,108.542,244.219,16.73,9.73,585.636,19.5,0.274,2490,110.04,35.14
RHS 100x60x3.2,100,60,3.2,4.8,3.2,87.2,9.72,131,58.8,189.8,36.7,24.6,44.2,8.01,5.61,26.2,19.6,2.63,5.68,129,0.33,128.67,7.6,32.38,3.63,42.49,4.7,11.69,2.34,32.04,22.43,12.17,5.76,1.223,1.144,3.64,6.2,228.417,49.321,84.055,7.53,5.27,228.417,7.6,0.312,972,320.988,54.89
RHS 100x60x3.6,100,60,3.6,5.4,3.6,85.6,10.9,145,64.8,209.8,36.5,24.4,43.9,8.9,6.22,28.9,21.6,2.95,6.38,142,0.47,141.53,8.53,35.65,3.61,47.01,4.7,13.01,2.59,35.61,24.88,13.19,6.48,1.232,1.152,4.06,6.94,255.25,55.096,94.171,8.37,5.85,255.25,8.6,0.311,1090,285.321,54.26
RHS 100x60x4.0,100,60,4,6,4,84,12,158,70.5,228.5,36.3,24.3,43.7,9.77,6.82,31.6,23.5,3.25,7.03,156,0.63,155.37,9.46,38.78,3.59,51.34,4.7,14.29,2.84,39.08,27.26,14.11,7.2,1.237,1.16,4.48,7.68,281.702,60.783,104.2,9.18,6.41,281.702,9.4,0.31,1200,258.333,53.62
RHS 100x60x5.0,100,60,5,7.5,5,80,14.7,189,83.6,272.6,35.8,23.8,43,11.84,8.21,37.8,27.9,4.01,8.71,188,1.21,186.79,11.74,45.94,3.53,61.35,4.7,17.37,3.42,47.35,32.89,16,9,1.253,1.179,5.5,9.5,346.159,74.623,128.893,11.13,7.73,346.159,11.5,0.307,1470,208.844,52.04
RHS 100x60x5.6,100,60,5.6,9,5.6,77.6,16.3,206,90.6,296.6,35.5,23.6,42.6,12.9,8.94,41.2,30.2,4.52,9.89,205,1.68,203.32,13.14,49.78,3.48,66.63,4.7,19.13,3.73,51.61,35.8,16.86,10.08,1.253,1.185,6.09,10.57,381.569,82.665,143.449,12.13,8.41,381.569,12.8,0.306,1630,187.73,51.02
RHS 100x60x6.3,100,60,6.3,9.4,6.3,74.8,18.1,225,98.1,323.1,35.2,23.3,42.2,14.31,9.87,45,32.7,4.95,10.89,224,2.37,221.63,14.6,53.98,3.44,72.58,4.7,21.09,4.11,57.24,39.52,17.62,11.34,1.272,1.209,6.77,11.81,426.384,91.802,160.183,13.45,9.29,426.384,14.2,0.304,1810,167.956,49.98
RHS 100x60x7.1,100,60,7.1,10.7,7.1,71.6,20.2,244,106,350,34.8,22.9,41.7,15.71,10.8,48.8,35.3,5.54,12.14,245,3.33,241.67,16.29,58.26,3.38,78.44,4.7,23.22,4.49,62.84,43.23,18.2,12.78,1.288,1.225,7.51,13.19,473.749,101.918,178.983,14.77,10.16,473.749,15.9,0.302,2020,149.505,48.71
RHS 100x60x8.0,100,60,8,12,8,68,22.4,264,113,377,34.4,22.5,41.1,17.12,11.77,52.8,37.8,6.1,13.61,265,4.68,260.32,18.11,62.51,3.3,84.07,4.7,25.47,4.88,68.72,47.07,18.5,14.4,1.302,1.245,8.32,14.72,525.207,112.884,199.717,16.15,11.06,525.207,17.6,0.299,2240,133.482,47.29
RHS 100x60x8.8,100,60,8.8,13.2,8.8,64.8,24.2,279,119,398,34,22.2,40.6,18.34,12.55,55.9,39.7,6.65,14.8,282,6.13,275.87,19.63,65.83,3.23,88.19,4.7,27.31,5.19,73.57,50.18,18.48,15.84,1.316,1.264,9.01,16.05,569.325,122.262,217.778,17.29,11.79,569.325,19,0.297,2420,122.727,46.03
RHS 100x60x10.0,100,60,10,15,10,60,26.9,299,126,425,33.3,21.6,39.7,19.99,13.58,59.9,42.1,7.42,16.62,304,8.76,295.24,21.72,70.03,3.11,92.81,4.7,29.8,5.6,80.2,54.36,18,18,1.339,1.291,10,18,632.636,135.677,244.219,18.85,12.77,632.636,21.1,0.294,2690,109.294,44.14
RHS 120x60x3.6,120,60,3.6,5.4,3.6,105.6,12.3,227,76.3,303.3,43,24.9,49.7,11.8,7.24,37.9,25.4,2.74,7.75,183,0.53,182.47,19.55,43.29,5.73,136.01,6.7,23.76,4.86,47.19,28.94,20.07,6.48,1.245,1.14,4.06,8.38,289.09,55.096,113.708,11.09,6.8,289.09,9.7,0.351,1230,285.366,65.54
RHS 120x60x4.0,120,60,4,6,4,104,13.6,249,83.1,332.1,42.8,24.7,49.4,12.97,7.94,41.5,27.7,3.02,8.63,201,0.72,200.28,21.65,47.14,5.69,148.65,6.7,26.13,5.33,51.87,31.74,21.63,7.2,1.25,1.146,4.48,9.28,319.302,60.783,125.909,12.19,7.46,319.302,10.7,0.35,1360,257.353,64.82
RHS 120x60x5.0,120,60,5,7.5,5,100,16.7,299,98.8,397.8,42.3,24.3,48.8,15.77,9.59,49.9,32.9,3.72,10.67,242,1.38,240.62,26.79,56.03,5.59,177.99,6.7,31.85,6.45,63.08,38.39,25,9,1.264,1.167,5.5,11.5,393.159,74.623,156.029,14.82,9.02,393.159,13.1,0.347,1670,207.784,63.04
RHS 120x60x5.6,120,60,5.6,9,5.6,97.6,18.6,327,107,434,42,24,48.4,17.24,10.46,54.6,35.8,4.15,12.1,265,1.91,263.09,29.93,60.84,5.51,193.62,6.7,35.13,7.06,68.97,41.89,26.67,10.08,1.263,1.17,6.09,12.81,434.209,82.665,173.841,16.21,9.85,434.209,14.6,0.346,1860,186.022,61.9
RHS 120x60x6.3,120,60,6.3,9.4,6.3,94.8,20.7,358,116,474,41.6,23.7,47.9,19.16,11.56,59.7,38.8,4.55,13.3,290,2.7,287.3,33.24,66.11,5.45,211.25,6.7,38.79,7.79,76.64,46.29,28.31,11.34,1.284,1.193,6.77,14.33,485.604,91.802,194.374,18.01,10.88,485.604,16.2,0.344,2070,166.184,60.72
RHS 120x60x7.1,120,60,7.1,10.7,7.1,91.6,23,391,126,517,41.2,23.4,47.4,21.11,12.67,65.2,41.9,5.11,14.92,317,3.81,313.19,37.03,71.54,5.35,228.91,6.7,42.77,8.55,84.42,50.74,29.79,12.78,1.295,1.211,7.51,16.03,540.489,101.918,217.515,19.84,11.92,540.489,18.1,0.342,2300,148.696,59.29
RHS 120x60x8.0,120,60,8,12,8,88,25.6,425,135,560,40.8,23,46.8,23.17,13.85,70.8,45,5.64,16.71,344,5.36,338.64,41.1,76.99,5.24,246.19,6.6,46.99,9.33,92.67,55.39,30.98,14.4,1.309,1.231,8.32,17.92,600.407,112.884,243.134,21.78,13.02,600.407,20.1,0.339,2560,132.422,57.69
RHS 120x60x8.8,120,60,8.8,13.2,8.8,84.8,27.8,452,142,594,40.4,22.7,46.3,24.89,14.8,75.3,47.5,6.11,18.23,366,7.03,358.97,44.53,81.28,5.13,259.22,6.6,50.49,9.97,99.56,59.19,31.64,15.84,1.322,1.246,9.01,19.57,652.045,122.262,265.537,23.4,13.91,652.045,21.8,0.337,2780,121.223,56.27
RHS 120x60x10.0,120,60,10,15,10,80,30.9,488,152,640,39.7,22.1,45.4,27.18,16.08,81.4,50.5,6.89,20.51,396,10.09,385.91,49.3,86.82,4.97,274.65,6.6,55.26,10.81,109.12,64.36,32,18,1.341,1.274,10,22,726.636,135.677,298.49,25.64,15.12,726.636,24.3,0.334,3090,108.091,54.14
RHS 120x80x3.6,120,80,3.6,5.4,3.6,105.6,13.7,276,147,423,44.8,32.7,55.5,13.89,10.49,46,36.7,4.14,7.57,301,0.59,300.41,11.21,59.5,4.73,99.75,4.9,21.09,4.17,55.57,41.97,20.07,11.52,1.208,1.143,5.5,8.38,322.93,74.633,113.708,13.06,9.86,322.93,10.8,0.391,1370,285.401,88.82
RHS 120x80x4.0,120,80,4,6,4,104,15.2,303,161,464,44.6,32.5,55.2,15.29,11.53,50.4,40.2,4.6,8.42,330,0.8,329.2,12.44,65.02,4.72,109.48,4.9,23.21,4.58,61.15,46.13,21.63,12.8,1.213,1.148,6.08,9.28,356.902,82.492,125.909,14.37,10.84,356.902,11.9,0.39,1520,256.579,88.02
RHS 120x80x5.0,120,80,5,7.5,5,100,18.7,365,193,558,44.2,32.1,54.6,18.65,14.03,60.9,48.2,5.67,10.4,401,1.55,399.45,15.53,77.96,4.67,132.57,4.9,28.37,5.57,74.58,56.12,25,16,1.225,1.164,7.5,11.5,440.159,101.758,156.029,17.53,13.19,440.159,14.7,0.387,1870,206.952,86.04
RHS 120x80x5.6,120,80,5.6,9,5.6,97.6,20.8,401,211,612,43.9,31.8,54.2,20.44,15.37,66.8,52.7,6.39,11.82,442,2.15,439.85,17.48,85.11,4.65,145.56,4.9,31.33,6.1,81.78,61.49,26.67,17.92,1.224,1.167,8.33,12.81,486.849,113.057,173.841,19.22,14.45,486.849,16.3,0.386,2080,185.577,84.78
